Corpus ID,Authors,Year,Title,DOI,Database,India_confidence,India_reason,NF_confidence,NF_reason,Social_confidence,Social_reason
1154,"Aliyar Q., Devakumar A.S., Shivaramu H.S., Abdollahzadeh G.",2025,Determinants in the adoption of drought adaptation strategies of smallholder farmers in drought-prone areas of India,10.1007/s00704-025-05383-5,Scopus,high,"The study uses primary data collected from farmers in Karnataka State and analyzes drought adaptation strategies within Indian semi-arid agricultural contexts, making India the central focus.",high,"The study explicitly documents agroecological and low-external-input adaptation practices — e.g., intercropping, application of farmyard manure, construction of bunds, and use of tolerant varieties — indicating a focus on sustainable/alternative farming approaches.",high,"The study explicitly analyzes socio-demographic and socioeconomic determinants (literacy, landholding size, household size, loan use, and overall socioeconomic status) shaping farmers’ drought adaptation choices, so it substantively addresses social dimensions such as land access, poverty/livelihoods, and socio-economic conditions."
1155,"Vennelasree V., Divya K., Uma K., Prahadeeswaran M., Ashok kumar G.",2025,Determinants of the adoption of biological control agents in Andhra Pradesh,10.14719/pst.6106,Scopus,high,"The study is an empirical investigation conducted in Kurnool district, Andhra Pradesh, focusing on local farmers and adoption of biological control agents in an Indian state, so India is the primary study context.",high,"The paper investigates farmers' adoption of biological control agents, a non-chemical, sustainable pest-management practice and part of alternative/agroecological farming approaches, including barriers and policy recommendations to support sustainable agriculture in Andhra Pradesh.",high,"The study explicitly examines socio-economic and demographic determinants (age, gender, education, income, farm size, training, organization membership) and barriers (knowledge, credit access, entrenched practices), addressing livelihoods, training and collective action, so it substantively investigates social dimensions."
1175,"Yadav A.K., Chandel A., Chandel R.S., Gupta R.K., Sharma S., Shankar S.V., Ananthakrishnan S.",2025,"Economic assessment of natural farming over conventional methods in Himachal Pradesh, India",10.18520/cs/v129/i6/537-543,Scopus,high,"The study is an India-specific empirical analysis using primary survey data from Kangra district, Himachal Pradesh, and focuses on farming practices, outcomes, and policy implications within the Indian context.",high,"The study explicitly evaluates natural farming (a non-conventional, sustainable approach) compared with conventional methods, addressing costs, yields, and sustainability challenges in Himachal Pradesh.",high,"The study compares cultivation costs and net farm incomes between natural and conventional systems and explicitly discusses labour intensity and market access constraints, indicating substantive analysis of livelihoods and socio-economic factors."
1188,"Mohanty P.R., Sahoo M., Ghosh S.",2025,Empowered by Enterprise: Evaluating Livelihood Status Improvement through Attracting and Retaining Youth in Agriculture (ARYA),10.48165/IJEE.2025.61211,Scopus,high,"The study evaluates ICAR's ARYA initiative using primary survey data from Puri district in Odisha, making an Indian state and Indian rural youth the central study site and population.",medium,"The study evaluates an ICAR youth agripreneurship programme that explicitly frames outcomes as promoting sustainable agricultural practices and resilient, low‑investment livelihoods, but the abstract lacks detail on specific alternative or agroecological methods, so relevance is likely but not certain.",high,"The study evaluates rural youth agripreneurs’ livelihood status and reports changes in income, social participation, and information-seeking, directly addressing age/generational and socio-economic/social dimensions of farming."
1204,"Divyanshu, Sharma S., Chandel R.S., Vashishat R., Verma S.C., Verma S., Bharat N.K., Thakur K.S., Dev I., Chauhan S., Chandel A., Kishore K., Kumar A.",2025,Evidence of transitioning apple farming to an agro-ecological model in Himachal Pradesh,10.3389/fnut.2025.1611137,Scopus,high,"The study is explicitly conducted in Himachal Pradesh (an Indian state) using primary data from 140 apple farms there, making India the central geographic and empirical focus.",high,"Directly compares Natural Farming (an agroecological/alternative approach) with conventional apple orchards in Himachal Pradesh, assessing soil health, pest management and economic outcomes.",high,"Although primarily agro-ecological, the paper explicitly analyzes farm-level economic outcomes (profitability, variable costs, and economic resilience), which constitutes a substantive socio-economic dimension of farming/livelihoods."
1228,"MC S.C., Rao Sahib P., Achuthan K., Chandran R.",2025,From farm to table: India’s transition towards cashew production and sustainable livelihood of smallholder farmers,10.1080/14735903.2025.2557083,Scopus,high,"The paper is an empirical study focused on cashew cultivation among smallholder farmers in southern India, using India-specific data and making policy recommendations for the Indian context.",medium,"The study on smallholder cashew production discusses sustainable-livelihood measures and recommends agroecological practices (intercropping with staples, slope stabilization, climate-resilient varieties and promotion of best practices/cooperatives), indicating an alternative/sustainable farming angle though it is primarily focused on livelihoods rather than a specific alternative farming system.",high,"The study explicitly analyzes social and economic dimensions of cashew cultivation among smallholders—income, poverty reduction, food security, education access, social recognition, housing, and policy/cooperative interventions—indicating substantive social analysis."
1253,"Thomas R., Gupta V.K., Vidyarthi V.K., Somvanshi R., Attupuram N.M., Kumar S., Singh R.K.",2025,Historical and cultural perspectives of pigs in ancient India and prospects of natural pig farming in contemporary India,10.56093/ijans.v95i4.159298,Scopus,high,"The paper explicitly focuses on pigs in ancient India and contemporary Indian pig farming (population, trade, and policy prospects), making India the central study context.",high,"The paper explicitly discusses prospects for natural and organic pig farming, indigenous breeds suited to low-input natural systems, and sustainability/carbon-neutrality in contemporary pig production, indicating a clear alternative/sustainable farming focus.",high,"The paper explicitly examines historical and cultural perspectives of pigs in India and discusses contemporary prospects for natural/organic pig farming including value addition and food-security/economic aspects, indicating substantive treatment of cultural and livelihood/social dimensions."
1256,Brown T.,2025,"Humus gnosis: soil fertility, research and funding in the life of Sir Albert Howard",10.1017/S0007087424001468,Scopus,medium,"The paper explicitly treats Howard’s engagement with ‘Eastern’ practice and devotes a core topic to financial support for the Institute of Plant Industry at Indore, making India/Indore a central case in the analysis even though the study also considers British contexts.",high,"A historical analysis of Sir Albert Howard centers on composting and his opposition to artificial fertilizers—topics foundational to organic and alternative farming approaches, so the paper clearly engages with non‑conventional/sustainable agriculture.",high,"The article analyzes funding, patents, institutional ownership and ideological debates around organic versus chemical agriculture—addressing political, economic and institutional/social dimensions of agricultural research rather than only biophysical outcomes."
1272,"Berger I., Kamble A., Morton O., Raj V., Nair S.R., Edwards D.P., Wauchope H.S., Joshi V., Basu P., Smith B., Dicks L.V.",2025,"India’s agroecology programme, ‘Zero Budget Natural Farming’, delivers biodiversity and economic benefits without lowering yields",10.1038/s41559-025-02849-7,Scopus,high,"The paper evaluates India’s government-incentivized Zero Budget Natural Farming programme using Indian landscapes and farmer outcomes as the primary study context, making India the central focus.",high,"The study evaluates India’s large-scale Zero Budget Natural Farming agroecology programme (ZBNF), assessing biodiversity and socio-economic outcomes and comparing agroecological practices with conventional agrichemical-based farming.",high,The study explicitly co-analyzes socio-economic impacts of the ZBNF programme—reporting changes in farmers’ economic profits and implications for livelihoods—so it substantively examines social dimensions of farming.
1279,"Berger I., Bhan M., Bhangaonkar R., Chaudhary A., Mallapu G.R., Nair T., Ramireddy E., Raj R., Ramprasad V., Sankararaman V., Singh V., Hareesha A.S., Basu P., Bheemappa B., Biradar C., Chatterjee A., Dagam R., Edwin Devarathna I.O.K., Gergan R., Patibandla V., Paul B., Pulluri V.K., Rajamani N., Ramireddy M., Siddiqui I., Vadaganambi Ramachari S., Tampal F., Udayraj S., Venkateswarlu T., Dicks L.V.",2025,"Integrated land systems for sustainable food production and biodiversity conservation in the semi-arid to moist tropics: stakeholder perspectives from Andhra Pradesh, India",10.3389/fsufs.2025.1594356,Scopus,high,"The paper is explicitly focused on Andhra Pradesh, India (a specific Indian state) and examines local land-system transitions, policies, and stakeholder perspectives, making India the central study context.",high,"The paper explicitly addresses Zero Budget Natural Farming and broader agroecological/alternative farming transitions in Andhra Pradesh, focusing on sustainable, low-input practices and their integration with biodiversity and food-system policy.",high,"The study centers on multi-stakeholder perspectives and governance of the ZBNF transition, addressing equity, social organisations and infrastructure, participatory processes, value chains and policy alignment — substantive social dimensions rather than purely biophysical outcomes."
1280,"Das J., Sharma U., Sankhyan N., Sharma S., Chauhan V., Parida S., R A.A.",2025,Integrating millets into agroforestry systems: A climate-smart strategy for sustainable land use and livelihood improvement with special emphasis on India,10.1016/j.tfp.2025.101087,Scopus,high,"The review explicitly gives special emphasis to India, synthesizing regional evidence from India and discussing Indian agronomic practices, traditional knowledge, and policy/institutional implications, making India a central focus.",high,"The paper focuses on millet-based agroforestry and mixed-cropping systems that emphasize low-external-input, climate-resilient, biodiversity-friendly and traditional/indigenous practices—clear agroecological/sustainable farming approaches.",high,"The review explicitly examines rural livelihoods and economic returns, highlights traditional ecological knowledge and indigenous land-use practices, and discusses participatory research, policy and institutional support, indicating substantive attention to social dimensions (livelihoods, culture, and institutions)."
1281,"Kumar S., Chethan Patil N.D., Sandhu H.S., Jarial S.",2025,Integrating tradition and innovation: The role of indigenous knowledge systems in modern agriculture,10.4018/979-8-3373-4124-8.ch014,Scopus,high,"The chapter centers on Indigenous Technical Knowledge with explicitly Indian practices (khadin, johads, panchagavya, sacred groves), indicating India is a primary context for the analysis.",high,"Examines Indigenous Technical Knowledge and traditional sustainable practices (e.g., khadin, johads, panchagavya, sacred groves) and their integration with modern technologies to promote sustainable, low-input, biodiversity-conserving farming systems.",high,"Focuses on Indigenous Technical Knowledge and traditional farming practices (e.g., sacred groves, khadin, panchagavya) and discusses integrating community-held cultural/knowledge systems with modern technologies, which is a substantive social/cultural dimension of agriculture."
1292,"Kumar A., Divyanshu, Prashar R.S., Chandel R.S., Dev I., Sharma S., Mehta P., Vashishat R.K.",2025,Market performance and supply chain selection dynamics for vegetables grown through sustainable practices in the Northwest Himalayan region,10.3389/fsufs.2025.1558481,Scopus,high,"The paper centrally analyzes vegetable production, natural farming, and market supply chains in the Northwest Himalayan region (an Indian subnational region) with farmer-level focus and India-specific policy and market context, so India is the primary study setting.",high,"The paper explicitly investigates natural farming (a non-conventional, sustainable approach), addressing cultivation costs, resource use, and marketing/supply-chain challenges for vegetable producers practicing natural farming in the Northwest Himalayan region.",high,"The study analyzes farmers’ socio-economic conditions and livelihoods through their market supply chain selection, market access and pricing challenges, lack of training/extension and policy support—clear social and economic dimensions rather than purely agronomic outcomes."
1293,"Sabarmatee, Prasad C.S., Maat H., Glover D.",2025,Masculine Tools and Feminine Tasks: The Dynamic Interplay of Gender and Technology Through System of Rice Intensification,10.1177/09730052241312477,Scopus,high,"The study investigates System of Rice Intensification and gendered labour changes based on primary fieldwork in three villages in Odisha, India, making India the central study site and focus.",high,"The paper studies the System of Rice Intensification (SRI), a recognized agroecological/sustainable rice cultivation approach, and examines its gendered impacts and adoption of mechanical weeders in Indian villages.",high,"The paper substantively analyzes gendered labour divisions, shifts in weeding practices, wage and employment norms, women's agency and sociocultural constraints in the adoption and use of SRI mechanical weeders across villages, showing clear focus on social dimensions."
1294,"Dash S., Priyadarshini S., Dulla N., Swain S.C.",2025,Measuring women’s empowerment in organic farming from Odisha: critical reflections on the total observed score of statement-revised scale (TOSS-R),10.1108/IJSE-09-2023-0693,Scopus,high,"The study explicitly focuses on women organic farmers in four districts of Odisha and uses primary data and policy implications specific to that Indian state, making India the central study context.",high,"The study explicitly investigates women practicing organic farming in Odisha, which is a clearly defined alternative/sustainable farming approach (organic agriculture).",high,"The paper quantitatively assesses women’s empowerment among organic farmers in Odisha and discusses gendered issues such as land titling and policy inclusion, so it substantively addresses social dimensions (gender, governance, livelihoods)."
1296,"Gopalkrishnan S., Taur A.",2025,Media perceptions of organic farming and insights on sustainability messaging from an urban and rural district in India,10.1007/s43621-025-02048-1,Scopus,high,"The study is based on surveys and interviews with journalists in urban and rural Pune district and addresses organic farming and sustainability communication within the Indian policy and social context, making India the primary focus.",high,The study explicitly focuses on organic and sustainable agriculture (and references natural/alternative farming) and examines media roles in promoting adoption and communication of these non‑conventional farming approaches.,high,"The study examines media professionals' perceptions and urban–rural differences in information access and editorial focus, and discusses implications for farmer organisations, government extension linkages and capacity-building, indicating substantive attention to social structures, geographic inequalities, and institutional dimensions of sustainable farming adoption."
1299,"Sharma L., Singh S., Das P., Gupta P., Tiwary N.K., Oraon S.",2025,"Micro-level assessment of agricultural vulnerability to climate variability in Mirzapur District, Uttar Pradesh",10.1007/s00704-025-05624-7,Scopus,high,"The paper is a micro-level empirical study conducted in Mirzapur District, Uttar Pradesh, using primary data from local farmers, making India (a specific Indian district/state) the central study site and population.",high,"Although primarily a vulnerability assessment, the paper discusses shifts back to traditional millet‑based cropping, advocates agricultural diversification, drought‑resistant crops, micro‑irrigation and integration of indigenous knowledge—indicating attention to alternative/sustainable farming approaches.",high,"The study uses farmer surveys and an Agriculture Vulnerability Index incorporating adaptive capacity and socio-demographic indicators, reports farmer perceptions and cropping-system changes, and calls for integrating indigenous knowledge — all substantive social dimensions (livelihoods, perceptions, adaptive capacity)."
1317,"Mishra A.K., Mishra S., Sahoo M.R., Sharma S.",2025,Nature-Based Solutions for Mahanadi River Basin Protection and Conservation,10.1007/9789819610488_8,Scopus,high,"The paper is explicitly centered on the Mahanadi River Basin in East Central India, using that Indian basin as the primary study site and policy context for its analysis of nature-based solutions.",high,"The chapter explicitly promotes nature-based solutions including sustainable agriculture, riparian buffer zones, wetland restoration and community-led watershed management—clear agroecological/sustainable farming approaches.",medium,"The chapter explicitly discusses community-led watershed management, stakeholder engagement, community participation and socioeconomic benefits, indicating it addresses social structures and livelihood-related dimensions, although the abstract suggests a primarily ecological focus so the depth of social analysis is unclear."
1318,"Mariappan S., Arumugam S., Ponnusamy J., Natesan R., Kumar S.S.",2025,Next-Generation Natural Farming Practices for Crop Improvement,10.1007/978-981-95-0309-4_11,Scopus,high,"The chapter explicitly analyzes natural farming’s evolution and current status in India, discusses Indian-specific practices (jeevamrit, beejamrit, acchadana, whapasa) and Indian policy/institutional support, making India a central focus.",high,"The chapter explicitly examines natural farming in India (jeevamrit, beejamrit, acchadana, whapasa) and discusses agroecological/regenerative, low-input and alternative farming strategies and policies, so it clearly addresses non‑conventional sustainable farming.",medium,"The chapter explicitly discusses policy and institutional support, sustainable livelihoods, labour-intensive processes and market limitations, indicating attention to socio-economic and policy dimensions of natural farming even though much content is technical and agronomic."
1325,"Dhasmana A., Seferidi P., Sharma V., Kohli S., Ghosh-Jerath S.",2025,"Opportunities for enhancing dietary diversity and environmental sustainability of supplementary nutrition program under the Integrated Child Development Services Scheme - a qualitative study in Srikakulam district, Andhra Pradesh",10.1186/s12889-025-24313-8,Scopus,high,"This is an India-specific qualitative case study carried out in Srikakulam district, Andhra Pradesh, examining the ICDS Supplementary Nutrition Program and related policy/practice in India, so India is the primary study site and context.",high,"The study explicitly discusses local food procurement, promotion of kitchen gardens, and millet inclusion—measures that engage sustainable, low-input and local/alternative food production approaches relevant to agroecology and non‑conventional farming.",high,"The qualitative study examines stakeholder and community perspectives on local food procurement, kitchen gardens, community engagement and capacity-building of grassroots workers—directly addressing community/social structures and program-level socio-economic links to local farming."
1332,"Narendran K., Kumar D., Panghal A.",2025,Organic Agribusiness and Management: An Overview,10.1201/9781003637608-2,Scopus,high,"The study analyzes case studies from rural and urban Bengaluru and focuses on organic agribusiness supply chains and institutions in that Indian city, making India the primary geographic and empirical focus.",high,"The paper explicitly addresses organic and zero-chemical farming, organic supply chains, certification and management of organic agribusiness, which are non-conventional/sustainable farming approaches.",high,"The paper analyzes case studies of organic businesses in Bengaluru that discuss contract farming, supply chains, institutional promotion, certification, group approaches and challenges faced by small growers—addressing livelihoods, organizational/institutional and market-related social dimensions."
1339,Naik V.,2025,Organic Vegetable Farming in Southern India: A Pathway to Enhanced Farmers’ Income,10.35716/IJED-24516,Scopus,high,"The study explicitly examines organic vegetable cultivation in Southern India and analyzes factors and income impacts for farmers there, making India the central study site and population.",high,"The study explicitly examines organic vegetable cultivation—an alternative, low-external-input sustainable farming approach—and factors affecting its adoption and income impacts in Southern India.",high,"The study analyzes socio-economic determinants (age, education, occupation, landholding size, access to credit, market access, training and extension) and the impact on farm income, so it substantively addresses social dimensions like age/generation, livelihoods, socio-economic conditions, and access to services."
1342,Kakati B.K.,2025,Organic farming in Northeast India: barriers and prospects,10.1007/s13165-025-00515-7,Scopus,high,"The study explicitly focuses on the North Eastern region of India, uses field data from that region, and discusses India-specific barriers and policy recommendations for organic farming.",high,"Directly examines organic and sustainable farming in Northeast India, including traditional natural-farming foundations, barriers to certification/market access, and measures to support scaling of organic practices.",high,"The field study analyzes socio-economic and institutional barriers and prospects—including impacts on poor and marginal farmers, market access, certification, community/institutional integration, and traditional knowledge—indicating a substantive focus on social dimensions."
1352,"Janaki Rani A., Kavitha B., Abirami S., Narmadha N., Murugan P.P., Sumathi E., Sathya Bama K., Manimekalai R.",2025,Pesticide in Indian agriculture: Consumption pattern and farmers perception,10.14719/pst.6210,Scopus,high,"The study explicitly analyzes pesticide consumption and farmers' perceptions across India and Indian states, using India-specific national and state-level data and focusing on Indian farmers and policy recommendations.",medium,"While primarily analysing pesticide consumption and farmer perceptions, the paper explicitly discusses sustainable pest control and alternative pest‑management practices and recommends training and incentives, indicating engagement with low‑input/alternative farming approaches rather than purely conventional agriculture.",high,"The study analyzes farmers' perceptions, knowledge gaps, safety practices and access to training regarding pesticides and discusses policy/institutional measures affecting farmer behavior, health and livelihoods, indicating substantive social dimensions."
1365,"Jena D., Mishra S.",2025,Production Gains and Marketed Surplus of Finger Millet: Sustainable Lessons for the Global South,10.1111/issj.12584,Scopus,high,"The study is based on fieldwork in Nuapada district, Odisha and evaluates Odisha Millets Mission interventions using data from Indian farmers, making India the primary study site and policy context.",high,"The study explicitly frames the intervention as an agroecological/sustainable approach and examines adoption of System of Crop Intensification, agronomic training, and millet promotion—practices consistent with alternative/low-input farming.",medium,"While the paper mainly analyzes agronomic drivers of production, it also examines farmers' perceptions and determinants of marketed surplus (an income/livelihood indicator) and the role of training, so it includes economic/social dimensions despite not explicitly addressing gender, caste, tenure or other social stratifiers."
1374,"Siva Muthuprakash K.M., Mishra A.K., Ahirwar K., Dabral V., Ghosh P., Bhadbhade N., Patil S., Damani O., Kate T., K. J J., Shah M.",2025,"Reframing the Narrative on Natural Farming Yields and Income - Insights from a Baseline Survey in Madhya Pradesh, India",10.1177/09730052241310930,Scopus,high,"The study is based on a primary baseline survey of 1,776 farmers across 11 agro-ecological zones in Madhya Pradesh, India, making an Indian state the central study site and primary dataset.",high,"Explicitly examines natural/organic farming (including NPM and organic inputs), multi-cropping systems, and the gradient of agro-ecological practice adoption versus conventional chemical farming, so it addresses alternative/sustainable farming approaches.",high,"The study uses a large farmer survey to compare net incomes (including the impact of fertiliser subsidies) and examines adoption as a socioeconomic gradient, addressing livelihoods and adoption dynamics rather than only biophysical outcomes."
1375,Besky S.,2025,Regeneration and its discontents: biodynamic agriculture and Darjeeling tea plantations [La régénération et ses désillusions : l’agriculture biodynamique et les plantations de thé de Darjeeling] [La regeneración y sus descontentos: la agricultura biodinámica y las plantaciones de té de Darjeeling],10.1080/14649365.2024.2441767,Scopus,high,"The paper is a case study focused on biodynamic agriculture and certification practices on tea plantations in Darjeeling, West Bengal, making India the central study site and policy/context of interest.",high,"The paper analyzes biodynamic agriculture and regenerative/certification practices on Darjeeling tea plantations, which are explicitly alternative/sustainable farming approaches.",high,"Examines biodynamic certification and marketing on Darjeeling tea plantations with attention to labour, political economy, historical violence, and social inequalities among plantation workers."
1382,"Meinzen-Dick R., Singh S.",2025,Repairing the mosaic: the political economy of landscape-level agroecological transitions in India,10.1080/21683565.2025.2568498,Scopus,high,"The study is a qualitative case study conducted in Mandla District, Madhya Pradesh, so India (and an Indian state/district) is the primary study site and policy context.",high,"The study explicitly examines landscape-level agroecological transitions in India and mentions natural farming and commons, indicating a clear focus on alternative/sustainable farming approaches.",high,"The study uses a political-economy case analysis of landscape-level agroecology, examining actors, institutions, panchayat governance, commons and tenure issues—clear social dimensions (governance, land access, stakeholder heterogeneity)."
1414,"Raman K., Rani J., Dwivedi A., Mir M.A.",2025,Strategic mix priorities as drivers of agripreneurial performance: Evidence from smallholder organic vegetable farmers in Tamil Nadu State of India,10.5304/jafscd.2025.144.007,Scopus,high,"The study uses primary data from 271 organic vegetable growers across 16 districts of Tamil Nadu and centers its analysis and policy implications on that Indian state, making India the clear focal context.",high,"The study explicitly investigates smallholder organic vegetable farmers in Tamil Nadu and analyzes strategic factors driving performance and promotion of organic (non‑conventional, sustainable) farming practices.",high,"The study explicitly examines networking/social capital and supply‑chain/FPO linkages as strategic drivers of smallholder organic farmers’ performance, addressing community/organizational and livelihood/market social dimensions rather than purely biophysical outcomes."
1423,Mukherjee S.,2025,Sustainable and Climate-Friendly Organic Agribusiness: Scopes and Challenges,10.1201/9781003637608-3,Scopus,high,"The abstract explicitly frames organic agriculture and policy recommendations around India—referring to India as the national case, discussing food security and region-level transition strategies—so India is the central policy/case focus.",high,"The paper explicitly focuses on organic agriculture and strategies for transitioning from conventional farming to sustainable, climate-friendly organic agribusiness in India, which is a non‑conventional/agroecological approach.",medium,"The paper discusses socio-economic and policy aspects of organic agribusiness—market creation, price compensation, food security and regional adoption—which implicate livelihoods/income and broader social outcomes, though it appears more policy/market-focused than an in-depth empirical social study."
1429,"Reddy D.S., Ramkumar A.",2025,"Tamil Nadu’s heritage rice, lost and found",10.1080/09584935.2025.2575154,Scopus,high,"The paper examines heritage rice revival specifically in Tamil Nadu and frames the analysis within India’s agrarian and policy history, making an Indian state the central study site and focus.",high,"Focuses on revival of native/heirloom rice, natural farming, folk seed-saving and traditional/agroecological practices in Tamil Nadu, clearly addressing alternative and sustainable farming approaches.",high,"The paper examines cultural and social dimensions of agrarian change—revival of native seed practices, local knowledge and farmer identities, folk seed-saving, and the repositioning of heirloom rice as traditional food—indicating substantive study of social/communal aspects rather than only biophysical outcomes."
1430,"Balla J., Goswami K.",2025,"Technical efficiency of rice in community-anaged natural farming vs. conventional farming in Andhra Pradesh, India",10.1080/09614524.2025.2565620,Scopus,high,"The paper is an empirical study conducted in Andhra Pradesh, India, using a sample of 1,000 Indian farmers and focusing on natural vs conventional farming in that specific Indian state, so India is the central context.",high,"The paper directly compares natural/community-managed natural farming (an agroecological/alternative approach) with conventional farming and evaluates technical efficiency, recommending promotion of natural/agroecological practices.",high,"The study explicitly includes sociological, structural and functional indicators in its efficiency analysis of 1,000 farmers and makes recommendations addressing demographic (rural youth), credit access and support measures, indicating a substantive treatment of socio-economic and demographic dimensions."
1431,"Tozzi A., Still E.",2025,The Ambiguous Ecologies of Agri-Alternatives: Exploring the Calculus of Social Reproduction in Rural India,10.1111/joac.70048,Scopus,high,"The paper explicitly draws on ethnographic data from India and centers Indian farmers and agrarian relations, making India the primary study context and focus.",high,"The paper explicitly examines farmer transitions to and engagement with 'agri-alternatives' and how they renegotiate socio-ecological relations in opposition to industrialised farming, indicating a clear focus on alternative/sustainable/agroecological approaches.",high,"Based on an ethnographic, feminist focus on social reproduction and farmers' renegotiation of productive and reproductive agrarian relations, the paper substantively examines social dimensions such as gendered labour, household decision-making, livelihoods and agrarian social relations."
1438,"Behl P., Osbahr H., Angra D., Cardey S.",2025,The importance of traditional seeds in agroecology transitions: a case study from Himachal Pradesh in India,10.1080/21683565.2025.2585485,Scopus,high,"The paper is a qualitative case study conducted across multiple villages in Himachal Pradesh, India, examining a state-led natural farming initiative and farmer seed systems, so India (a specific Indian state) is the primary study site and context.",high,"The study examines a state-led transition to natural farming and agroecology in Himachal Pradesh, focusing on traditional/indigenous seed systems and contrasts with hybrid seeds—clearly addressing alternative, sustainable farming approaches.",high,"Qualitative interviews across multiple villages examine farmer perspectives, cultural suitability, state facilitation of seed access, and the role of farmer seed systems in food security and resilience, all of which are substantive social dimensions."
1441,"Shambu Prasad C., Prasanth A.",2025,"Towards Livelihood Diversification: Pileru Mandal Mahila Samakhya (PMMS), Andhra Pradesh",10.1007/978-981-96-2751-6_15,Scopus,high,"The study explicitly focuses on Pileru Mandal Mahila Samakhya in Andhra Pradesh, examining Indian self‑help groups, local livelihood programs, and policy/practice (rupees, state-level context), so India is the central case.",high,The study explicitly describes promotion and training in Zero Budget Natural Farming (ZBNF) and organic farming as part of a livelihoods and sustainable agriculture initiative.,high,"The study focuses on livelihood diversification and poverty alleviation through SHGs and cooperatives, covering financial inclusion, non-farm incomes, women's social action, and promotion of ZBNF—i.e., multiple socio-economic and gender dimensions."
1445,"Suryawanshi A., Dash B., Tasung A., Singh R., Alone R., Angami T., Wangchu L., Nema A.K., Choudhury B.U.",2025,Traditional soil and water conservation by tribal farmers in Arunachal Pradesh: A case study on erosion control,10.56042/ijtk.v24i9.13930,Scopus,high,"The study explicitly investigates traditional soil and water conservation practices of Galo tribal farmers in Arunachal Pradesh, India, using primary data from 150 local farmers across elevation zones, making India the central study site and population.",high,"Study documents indigenous and traditional agroecological and conservation-based farming practices (agroforestry, contour farming, mulching, mixed cropping, water-harvesting, vegetative barriers, etc.) used by Galo tribal farmers, indicating non-conventional sustainable approaches.",high,"The study documents Galo tribal farmers’ indigenous knowledge and traditional conservation practices and assesses their economic benefits across elevation zones, addressing culture/traditions, livelihoods, and location-based social dimensions."
1446,"Pandey P., Cabral L.",2025,Transformational Agroecology: The Making and Unmaking of Zero Budget Natural Farming in India,10.1177/09717218251326835,Scopus,high,"The paper’s primary case study and analysis focus explicitly on Zero Budget Natural Farming in India, examining Indian sites, networks, and practices as the central context.",high,"The paper explicitly analyzes Zero Budget Natural Farming and broader agroecology in India, addressing alternative/sustainable farming practices and their social and ecological dimensions.",high,"The paper analyzes Zero Budget Natural Farming through lenses of knowledge politics, social justice, networks and contested everyday practices, indicating substantive focus on socio-political and community dimensions rather than purely agronomic outcomes."
1448,"Divyanshu, Vashishat R.K., Verma S.C., Chandel R.S., Sharma S., Verma S., Bharat N., Thakur K.S., Dev I., Chauhan S., Sharma P., Kishore K., Chandel A., Sharma P.",2025,"Transitioning apple farming towards sustainability: evidence from Himachal Pradesh, India",10.1088/2515-7620/adf9e0,Scopus,high,"The study specifically examines natural versus conventional apple farming across agro-climatic zones in Himachal Pradesh and draws India-focused policy implications, so India is the primary study context.",high,"The study explicitly evaluates Natural Farming (an alternative, chemical-free/sustainable approach) versus conventional farming in apple orchards, examining soil health, intercropping systems, and economic outcomes consistent with agroecological/alternative agriculture themes.",high,"The paper evaluates economic outcomes (net returns, production costs) of Natural vs Conventional farming and discusses policy measures for farmers, indicating substantive analysis of livelihoods/income effects even if other social axes are not deeply examined."
1454,Dalal A.,2025,Understanding agricultural transitions and sustainability: a study of farmers’ perspectives in rural North-West India,10.1080/09584935.2025.2575160,Scopus,high,"The paper is an empirical study conducted in Haryana villages in north-west India with 11 months of fieldwork focusing on farmers’ perspectives and farm-level practices, making India the primary study site and population.",high,"The paper explicitly investigates farmers’ perspectives and experiences of moving towards alternative and sustainable agricultural approaches, using a multifunctional agriculture framework to conceptualize transitions away from conventional practices.",medium,"The study uses extensive qualitative fieldwork on farmers’ perspectives and farm typologies within a socio-economic and socio-cultural context, indicating substantive analysis of social dimensions of agricultural transition even though specific axes (gender, caste, land tenure, etc.) are not explicitly listed in the abstract."
1460,"Nautiyal S., Lal C.",2025,"Voices from the field: a survey-based perspective on organic transition among farmers in Uttarakhand, India",10.1108/JADEE-05-2025-0213,Scopus,high,"The study is based on primary survey data from organic farmers in Uttarakhand, India, making an Indian state and its farming population the central focus of the research.",high,"The paper studies farmers' transition to and barriers/motivations for organic agriculture among smallholders in Uttarakhand, which directly addresses an alternative/sustainable farming approach.",high,"The paper surveys smallholder farmers about adoption, motivations, barriers, price-premium expectations and engagement in organic farming—addressing socio-economic livelihoods, market access, policy support and adoption status rather than only agronomic outcomes."
1461,"Sinha A., Pankaj A.",2025,WOMEN-LED CLIMATE ACTION IN INDIA: Lessons from MGNREGS and DAYNRLM,10.4324/9781003660255-12,Scopus,high,"The paper explicitly examines women-led climate action through India’s flagship rural programmes (MGNREGS and DAYNRLM) and uses state-level case examples (Andhra Pradesh, Sikkim, Telangana), so India is the central focus.",high,"The paper explicitly discusses community-managed and climate-resilient agricultural approaches including Natural Farming (Andhra Pradesh), organic farming (Sikkim), CMSA and MKSP which are alternative/ agroecological farming interventions.",high,"The chapter centrally analyzes women-led livelihoods and collectives under national programmes (MGNREGS, DAYNRLM/MKSP/CMSA), addressing gender roles, community institutions, policy participation and livelihood impacts tied to community-managed natural/organic farming."
